日期,代號,名稱,訊號,未來訊號,評等,收盤,PER,PE位階,PBR位階,含金量
2026-06-30,4129,聯合,,🔵未來低位,A,91.7,19.26,23,59,2.1
2026-06-30,5607,遠雄港,,,C,51.0,15.74,26,52,1.91
2026-06-30,6752,叡揚,,🔵未來低位,C,99.0,13.06,27,42,-0.08
2026-06-30,6505,台塑化,🔄循環買點(PBR),,C,55.1,19.75,29,15,1.85
2026-06-30,6721,信實,,,A,55.5,11.66,32,6,0.87
2026-06-30,4953,緯軟,,,D,123.0,13.28,34,27,0.53
2026-06-30,6712,長聖,🔄循環買點(PBR),,C,158.5,30.08,38,2,1.16
2026-06-30,4772,台特化,,🔵未來低位,C,271.5,56.1,39,51,1.36
2026-06-30,3019,亞光,,,C,142.5,20.77,40,93,0.97
2026-06-30,4114,健喬,,,C,31.4,19.47,44,39,0.76
2026-06-30,2727,王品,,,B,247.0,14.84,49,87,2.56
2026-06-30,2889,國票金,,,金融🏦,14.8,23.57,49,56,
2026-06-30,2363,矽統,,,C,69.0,40.59,50,77,0.6
2026-06-30,2453,凌群,,,B,55.9,17.8,50,1,0.9
2026-06-30,3029,零壹,,,A,100.0,14.73,50,74,1.31
2026-06-30,6791,虎門科技,,,D,105.0,21.52,51,59,0.21
2026-06-30,2357,華碩,,,D,700.0,12.51,52,97,-0.64
2026-06-30,2851,中再保,,,金融🏦,36.1,9.88,52,99,2.22
2026-06-30,2376,技嘉,⚠️便宜陷阱,,D,344.0,16.07,53,6,-1.14
2026-06-30,5904,寶雅,,,A,667.0,21.21,54,68,1.91
2026-06-30,6005,群益證,,,金融🏦,38.2,10.68,55,100,-1.41
2026-06-30,3702,大聯大,,,D,107.0,13.48,57,98,-0.89
2026-06-30,3162,精確,,,B,80.5,65.98,57,75,5.72
2026-06-30,5903,全家,⚠️便宜陷阱(動態惡化),,D,188.0,27.01,58,18,6.49
2026-06-30,6446,藥華藥,,,B,1340.0,82.41,59,73,1.0
2026-06-30,1513,中興電,,,A,177.0,21.51,61,80,2.74
2026-06-30,3036,文曄,,,C,214.0,14.76,62,94,-0.2
2026-06-30,2755,揚秦,,,A,140.0,20.0,63,73,1.52
2026-06-30,9942,茂順,,,B,117.5,14.31,63,27,1.47
2026-06-30,3324,雙鴻,,,A,1010.0,28.73,63,80,-0.08
2026-06-30,6776,展碁國際,,,D,53.9,12.45,65,50,-2.58
2026-06-30,3293,鈊象,,,B,789.0,19.54,67,90,1.08
2026-06-30,2947,振宇五金,,,D,79.4,26.73,67,23,4.84
2026-06-30,4116,明基醫,,,C,38.5,25.16,69,40,2.0
2026-06-30,2812,台中銀,,,金融🏦,20.1,13.1,70,79,
2026-06-30,6442,光聖,,,A,1640.0,60.65,71,95,1.02
2026-06-30,5312,寶島科,,,C,88.1,14.96,72,42,2.38
2026-06-30,4977,眾達-KY,,,D,169.5,36.77,73,94,-0.65
2026-06-30,2640,大車隊,,,A,159.5,17.3,74,96,1.34
2026-06-30,2882,國泰金,,,金融🏦,98.3,13.92,75,100,
2026-06-30,6739,竹陞科技,,,B,1040.0,54.19,75,91,1.15
2026-06-30,8284,三竹,,,D,65.7,14.38,76,28,0.75
2026-06-30,6112,邁達特,,,D,45.0,26.63,77,63,-3.06
2026-06-30,2353,宏碁,,,D,33.1,25.08,77,58,-2.99
2026-06-30,3081,聯亞,,,B,2020.0,264.4,79,98,1.13
2026-06-30,1519,華城,,,A,776.0,53.33,79,91,1.12
2026-06-30,2855,統一證,,,金融🏦,50.0,16.67,80,100,-1.14
2026-06-30,2480,敦陽科,,,B,156.0,18.59,81,92,1.33
2026-06-30,2881,富邦金,,,金融🏦,129.5,15.47,81,100,
2026-06-30,3450,聯鈞,,,C,532.0,158.33,82,100,1.73
2026-06-30,3406,玉晶光,,,B,659.0,19.97,84,70,2.02
2026-06-30,3004,豐達科,,,D,134.0,23.18,84,39,0.04
2026-06-30,2887,台新新光金,,,金融🏦,33.2,17.41,85,100,
2026-06-30,2645,長榮航太,,,B,185.5,28.32,86,96,1.37
2026-06-30,2937,集雅社,,,D,0.0,12.83,86,98,0.11
2026-06-30,3017,奇鋐,,,A,2525.0,41.35,86,2,1.81
2026-06-30,8210,勤誠,,,A,1285.0,37.55,86,98,0.84
2026-06-30,3189,景碩,,,C,891.0,218.92,86,100,2.56
2026-06-30,2402,毅嘉,,,A,64.8,33.06,87,99,1.15
2026-06-30,4904,遠傳,,,B,105.0,26.58,87,90,2.4
2026-06-30,6788,華景電,,,A,430.5,23.28,89,97,1.09
2026-06-30,1504,東元,,,D,70.1,29.33,89,91,0.7
2026-06-30,2379,瑞昱,,,C,806.0,28.86,90,100,1.5
2026-06-30,6138,茂達,,,A,368.0,26.06,90,100,1.21
2026-06-30,3363,上詮,,,D,902.0,5637.5,90,88,0.97
2026-06-30,3163,波若威,,,C,792.0,91.67,92,96,0.01
2026-06-30,3551,世禾,,,D,204.0,23.48,92,93,-0.79
2026-06-30,2049,上銀,,,D,325.0,70.96,93,68,3.06
2026-06-30,4979,華星光,,,B,474.0,85.71,93,98,1.07
2026-06-30,2883,凱基金,,,金融🏦,28.7,16.49,93,100,
2026-06-30,2880,華南金,,,金融🏦,38.0,20.0,93,99,
2026-06-30,2313,華通,,,A,232.5,41.01,94,99,1.62
2026-06-30,5493,三聯,,,D,91.0,22.09,94,91,1.03
2026-06-30,6612,奈米醫材,⚠️便宜陷阱,,D,72.4,85.18,95,4,-1.67
2026-06-30,2308,台達電,,,A,1950.0,71.93,95,98,1.28
2026-06-30,8996,高力,,,A,1550.0,109.46,95,100,1.08
2026-06-30,2455,全新,,,D,347.0,109.46,95,99,1.29
2026-06-30,6515,穎崴,,,A,8085.0,164.13,95,98,0.63
2026-06-30,2891,中信金,,,金融🏦,71.0,17.4,95,100,
2026-06-30,3653,健策,,,A,3430.0,93.46,95,99,0.92
2026-06-30,2368,金像電,,,A,1200.0,52.86,95,99,0.62
2026-06-30,3481,群創,,,D,68.7,624.55,95,100,21.3
2026-06-30,5274,信驊,,,A,16495.0,139.94,95,100,1.07
2026-06-30,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.8,25.57,96,3,1.01
2026-06-30,7556,意德士,,,B,280.0,36.46,96,96,0.63
2026-06-30,3587,閎康,,,D,292.0,38.57,96,81,3.9
2026-06-30,2360,致茂,,,A,2160.0,67.99,96,99,0.31
2026-06-30,8016,矽創,,,D,332.0,21.01,96,68,1.55
2026-06-30,2330,台積電,,,A,2410.0,32.4,97,100,1.22
2026-06-30,6683,雍智科技,,,D,1725.0,96.42,97,97,1.45
2026-06-30,6449,鈺邦,,,A,345.0,43.4,98,72,1.24
2026-06-30,2345,智邦,,,A,2495.0,47.18,98,99,0.92
2026-06-30,3265,台星科,,,C,179.5,31.49,98,100,1.67
2026-06-30,2885,元大金,,,金融🏦,65.7,23.98,99,100,
2026-06-30,6274,台燿,,,B,1680.0,119.49,99,100,-0.38
2026-06-30,3583,辛耘,,,A,904.0,49.08,99,53,1.83
2026-06-30,6223,旺矽,,,A,6090.0,158.84,99,100,0.63
2026-06-30,3044,健鼎,,,A,518.0,25.17,99,100,1.13
2026-06-30,2383,台光電,,,A,5390.0,115.79,99,4,0.76
2026-06-30,3008,大立光,,,C,4290.0,27.19,99,89,1.21
2026-06-30,3715,定穎投控,,,D,176.0,176.0,99,97,-1.6
2026-06-30,2850,新產,,,金融🏦,142.5,11.6,99,99,0.64
2026-06-30,6257,矽格,,,B,237.0,35.48,100,100,1.81
2026-06-30,6525,捷敏-KY,,,B,151.0,24.88,100,100,1.71
2026-06-30,1560,中砂,,,A,762.0,74.27,100,99,1.27
2026-06-30,2890,永豐金,,,金融🏦,39.9,20.25,100,100,
2026-06-30,2059,川湖,,,A,7360.0,64.87,100,100,1.1
2026-06-30,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-06-30,3711,日月光投控,,,B,680.0,62.62,100,100,3.26
2026-07-01,6741,91APP*-KY,⚠️便宜陷阱,🔵未來低位,B,60.5,13.72,0,3,0.96
2026-07-01,9917,中保科,✅B級買點,🔵未來低位,B,105.0,15.49,0,13,1.3
2026-07-01,2752,豆府,✅B級買點,🔵未來低位,B,177.0,11.58,1,19,1.83
2026-07-01,6690,安碁資訊,✅B級買點,🔵未來低位,B,161.0,15.16,1,15,4.03
2026-07-01,6803,崑鼎,⚠️便宜陷阱,🔵未來低位,D,288.0,15.6,2,67,-0.87
2026-07-01,2912,統一超,⚠️便宜陷阱(動態惡化),🔵未來低位,C,223.5,20.39,3,1,2.85
2026-07-01,8462,柏文,⚠️便宜陷阱(動態惡化),,C,143.0,15.28,3,1,3.22
2026-07-01,2884,玉山金,🏦金融(看PBR/殖利率),,金融🏦,32.9,15.52,3,88,
2026-07-01,1268,漢來美食,⭐A級買點,🔵未來低位,A,168.0,14.48,3,26,2.54
2026-07-01,8341,日友,⚠️便宜陷阱(動態惡化),,C,75.8,16.13,4,10,1.95
2026-07-01,6469,大樹,🔄循環買點(PBR),,C,75.8,19.39,6,14,2.05
2026-07-01,5203,訊連,⚠️便宜陷阱,,D,68.2,18.53,7,4,-2.09
2026-07-01,9911,櫻花,⚠️便宜陷阱,🔵未來低位,B,83.5,13.07,10,2,0.94
2026-07-01,3130,一零四,⚠️便宜陷阱,🔵未來低位,C,222.5,14.75,11,18,1.55
2026-07-01,5269,祥碩,⚠️便宜陷阱,🔵未來低位,C,1470.0,18.11,11,8,0.9
2026-07-01,3687,歐買尬,⚠️便宜陷阱,,C,78.3,17.67,11,8,0.53
2026-07-01,1736,喬山,⭐A級買點,🔵未來低位,A,132.0,16.02,12,0,1.09
2026-07-01,3013,晟銘電,,,C,107.0,23.46,13,71,0.68
2026-07-01,6279,胡連,⚠️便宜陷阱,🔵未來低位,D,116.5,12.38,16,7,0.87
2026-07-01,8926,台汽電,✅B級買點,🔵未來低位,B,74.3,18.21,19,100,1.15
2026-07-01,5607,遠雄港,,,C,50.2,15.49,22,52,1.91
2026-07-01,2753,八方雲集,,🔵未來低位,A,188.5,13.98,22,62,1.93
2026-07-01,4129,聯合,,🔵未來低位,A,92.9,19.52,25,59,2.1
2026-07-01,6505,台塑化,🔄循環買點(PBR),,C,53.6,19.21,28,15,1.85
2026-07-01,6752,叡揚,,,C,99.9,13.18,28,42,-0.08
2026-07-01,6721,信實,,,A,55.2,11.6,32,6,0.87
2026-07-01,4953,緯軟,,,D,122.5,13.23,33,27,0.53
2026-07-01,3019,亞光,,,C,140.0,20.41,36,93,0.97
2026-07-01,6712,長聖,🔄循環買點(PBR),,C,156.5,29.7,37,2,1.16
2026-07-01,4772,台特化,,🔵未來低位,C,275.5,56.92,41,51,1.36
2026-07-01,4114,健喬,,,C,31.4,19.47,44,39,0.76
2026-07-01,2357,華碩,,,D,657.0,11.74,46,97,-0.64
2026-07-01,6005,群益證,,,金融🏦,37.6,10.52,48,100,-1.41
2026-07-01,2889,國票金,,,金融🏦,14.8,23.57,49,56,
2026-07-01,6791,虎門科技,,,D,104.5,21.41,49,59,0.21
2026-07-01,3029,零壹,,,A,99.2,14.61,49,74,1.31
2026-07-01,2453,凌群,,,B,55.5,17.68,49,1,0.9
2026-07-01,2727,王品,,,B,247.5,14.87,50,87,2.56
2026-07-01,2851,中再保,,,金融🏦,36.0,9.84,51,99,2.22
2026-07-01,2376,技嘉,⚠️便宜陷阱,,D,337.5,15.77,52,6,-1.14
2026-07-01,2363,矽統,,,C,73.5,43.24,52,77,0.6
2026-07-01,3162,精確,,,B,80.4,65.9,57,75,5.72
2026-07-01,5904,寶雅,,,A,682.0,21.69,57,68,1.91
2026-07-01,2755,揚秦,,,A,137.5,19.64,58,73,1.52
2026-07-01,6446,藥華藥,,,B,1360.0,83.64,59,73,1.0
2026-07-01,5903,全家,⚠️便宜陷阱(動態惡化),,D,188.5,27.08,59,18,6.49
2026-07-01,4116,明基醫,,,C,37.0,24.18,61,40,2.0
2026-07-01,3036,文曄,,,C,211.0,14.55,61,94,-0.2
2026-07-01,1513,中興電,,,A,177.0,21.51,61,80,2.74
2026-07-01,3702,大聯大,,,D,110.0,13.85,62,98,-0.89
2026-07-01,6776,展碁國際,,,D,53.5,12.36,62,50,-2.58
2026-07-01,9942,茂順,,,B,117.5,14.31,63,27,1.47
2026-07-01,2947,振宇五金,,,D,78.5,26.43,63,23,4.84
2026-07-01,3324,雙鴻,,,A,1010.0,28.73,63,80,-0.08
2026-07-01,2640,大車隊,,,A,155.5,16.87,64,96,1.34
2026-07-01,2812,台中銀,,,金融🏦,19.9,13.01,66,79,
2026-07-01,6442,光聖,,,A,1575.0,58.25,68,95,1.02
2026-07-01,4977,眾達-KY,,,D,157.0,34.06,71,94,-0.65
2026-07-01,5312,寶島科,,,C,88.1,14.96,72,42,2.38
2026-07-01,3293,鈊象,,,B,819.0,20.29,73,90,1.08
2026-07-01,2882,國泰金,,,金融🏦,95.0,13.46,74,100,
2026-07-01,1519,華城,,,A,757.0,52.03,76,91,1.12
2026-07-01,2353,宏碁,,,D,32.1,24.32,76,58,-2.99
2026-07-01,6112,邁達特,,,D,43.8,25.89,76,63,-3.06
2026-07-01,8284,三竹,,,D,66.6,14.57,77,28,0.75
2026-07-01,6739,竹陞科技,,,B,1095.0,57.06,78,91,1.15
2026-07-01,4904,遠傳,,,B,103.5,26.2,79,90,2.4
2026-07-01,3081,聯亞,,,B,1980.0,259.16,79,98,1.13
2026-07-01,2855,統一證,,,金融🏦,50.3,16.77,80,100,-1.14
2026-07-01,2881,富邦金,,,金融🏦,122.5,14.64,80,100,
2026-07-01,2937,集雅社,,,D,48.0,12.61,80,98,0.11
2026-07-01,3450,聯鈞,,,C,512.0,152.38,80,100,1.73
2026-07-01,3406,玉晶光,,,B,641.0,19.42,81,70,2.02
2026-07-01,2480,敦陽科,,,B,156.0,18.59,81,92,1.33
2026-07-01,3004,豐達科,,,D,137.5,23.79,84,39,0.04
2026-07-01,2887,台新新光金,,,金融🏦,33.4,17.46,85,100,
2026-07-01,8210,勤誠,,,A,1295.0,37.84,86,98,0.84
2026-07-01,3189,景碩,,,C,888.0,218.18,86,100,2.56
2026-07-01,2402,毅嘉,,,A,67.1,34.23,88,99,1.15
2026-07-01,1504,東元,,,D,68.9,28.83,89,91,0.7
2026-07-01,3017,奇鋐,,,A,2620.0,42.91,89,2,1.81
2026-07-01,4979,華星光,,,B,450.5,81.46,89,98,1.07
2026-07-01,3551,世禾,,,D,201.0,23.13,90,93,-0.79
2026-07-01,3363,上詮,,,D,902.0,5637.5,90,88,0.97
2026-07-01,6788,華景電,,,A,443.5,23.99,90,97,1.09
2026-07-01,2880,華南金,,,金融🏦,36.7,19.32,90,99,
2026-07-01,3163,波若威,,,C,750.0,86.81,91,96,0.01
2026-07-01,2645,長榮航太,,,B,204.0,31.15,91,96,1.37
2026-07-01,6138,茂達,,,A,380.5,26.95,91,100,1.21
2026-07-01,2379,瑞昱,,,C,829.0,29.68,93,100,1.5
2026-07-01,6612,奈米醫材,⚠️便宜陷阱,,D,71.3,83.88,93,4,-1.67
2026-07-01,2883,凱基金,,,金融🏦,28.3,16.26,93,100,
2026-07-01,2313,華通,,,A,220.0,38.8,94,99,1.62
2026-07-01,5493,三聯,,,D,91.1,22.11,94,91,1.03
2026-07-01,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.6,25.41,95,3,1.01
2026-07-01,2308,台達電,,,A,1990.0,73.4,95,98,1.28
2026-07-01,8996,高力,,,A,1555.0,109.82,95,100,1.08
2026-07-01,3653,健策,,,A,3400.0,92.64,95,99,0.92
2026-07-01,2049,上銀,,,D,348.5,76.09,95,68,3.06
2026-07-01,2891,中信金,,,金融🏦,70.6,17.3,95,100,
2026-07-01,3481,群創,,,D,67.4,612.73,95,100,21.3
2026-07-01,2368,金像電,,,A,1220.0,53.74,95,99,0.62
2026-07-01,5274,信驊,,,A,17145.0,145.46,96,100,1.07
2026-07-01,3587,閎康,,,D,297.5,39.3,96,81,3.9
2026-07-01,8016,矽創,,,D,339.0,21.46,97,68,1.55
2026-07-01,7556,意德士,,,B,286.5,37.3,97,96,0.63
2026-07-01,2455,全新,,,D,358.5,113.09,97,99,1.29
2026-07-01,6515,穎崴,,,A,8890.0,180.47,97,98,0.63
2026-07-01,2360,致茂,,,A,2270.0,71.45,97,99,0.31
2026-07-01,3265,台星科,,,C,182.0,31.93,98,100,1.67
2026-07-01,3044,健鼎,,,A,506.0,24.59,98,100,1.13
2026-07-01,6449,鈺邦,,,A,349.0,43.9,98,72,1.24
2026-07-01,6683,雍智科技,,,D,1820.0,101.73,98,97,1.45
2026-07-01,3715,定穎投控,,,D,172.0,172.0,98,97,-1.6
2026-07-01,3583,辛耘,,,A,905.0,49.13,99,53,1.83
2026-07-01,6274,台燿,,,B,1690.0,120.2,99,100,-0.38
2026-07-01,2330,台積電,,,A,2505.0,33.67,99,100,1.22
2026-07-01,2345,智邦,,,A,2660.0,50.3,99,99,0.92
2026-07-01,2885,元大金,,,金融🏦,66.0,24.09,99,100,
2026-07-01,3008,大立光,,,C,4330.0,27.45,99,89,1.21
2026-07-01,2850,新產,,,金融🏦,142.0,11.56,99,99,0.64
2026-07-01,2383,台光電,,,A,5535.0,118.9,100,4,0.76
2026-07-01,6257,矽格,,,B,245.0,36.68,100,100,1.81
2026-07-01,6223,旺矽,,,A,6695.0,174.62,100,100,0.63
2026-07-01,6525,捷敏-KY,,,B,151.5,24.96,100,100,1.71
2026-07-01,1560,中砂,,,A,763.0,74.37,100,99,1.27
2026-07-01,2059,川湖,,,A,7655.0,67.47,100,100,1.1
2026-07-01,2890,永豐金,,,金融🏦,40.0,20.3,100,100,
2026-07-01,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-07-01,3711,日月光投控,,,B,703.0,64.73,100,100,3.26
2026-07-02,9917,中保科,✅B級買點,🔵未來低位,B,105.0,15.49,0,13,1.3
2026-07-02,6741,91APP*-KY,⚠️便宜陷阱,🔵未來低位,B,60.9,13.81,1,3,0.96
2026-07-02,6690,安碁資訊,✅B級買點,🔵未來低位,B,164.0,15.44,1,15,4.03
2026-07-02,2752,豆府,✅B級買點,🔵未來低位,B,179.0,11.71,2,19,1.83
2026-07-02,8462,柏文,⚠️便宜陷阱(動態惡化),,C,144.5,15.44,3,1,3.22
2026-07-02,8341,日友,⚠️便宜陷阱(動態惡化),,C,75.6,16.09,3,10,1.95
2026-07-02,2884,玉山金,🏦金融(看PBR/殖利率),,金融🏦,33.7,15.9,5,88,
2026-07-02,6803,崑鼎,⚠️便宜陷阱,🔵未來低位,D,291.0,15.76,5,67,-0.87
2026-07-02,1268,漢來美食,⭐A級買點,🔵未來低位,A,169.5,14.61,5,26,2.54
2026-07-02,6469,大樹,🔄循環買點(PBR),,C,75.2,19.23,6,14,2.05
2026-07-02,2912,統一超,⚠️便宜陷阱(動態惡化),🔵未來低位,C,228.5,20.85,7,1,2.85
2026-07-02,5203,訊連,⚠️便宜陷阱,,D,69.5,18.89,7,4,-2.09
2026-07-02,1736,喬山,⭐A級買點,🔵未來低位,A,128.0,15.53,9,0,1.09
2026-07-02,3130,一零四,⚠️便宜陷阱,🔵未來低位,C,221.5,14.69,10,18,1.55
2026-07-02,3687,歐買尬,⚠️便宜陷阱,,C,77.3,17.45,11,8,0.53
2026-07-02,9911,櫻花,⚠️便宜陷阱,🔵未來低位,B,84.1,13.16,12,2,0.94
2026-07-02,5269,祥碩,⚠️便宜陷阱,🔵未來低位,C,1520.0,18.73,13,8,0.9
2026-07-02,3013,晟銘電,,,C,109.5,24.01,15,71,0.68
2026-07-02,8926,台汽電,✅B級買點,🔵未來低位,B,73.0,17.89,17,100,1.15
2026-07-02,6279,胡連,,🔵未來低位,D,119.0,12.65,21,7,0.87
2026-07-02,2753,八方雲集,,🔵未來低位,A,181.5,13.46,21,62,1.93
2026-07-02,5607,遠雄港,,,C,50.2,15.49,22,52,1.91
2026-07-02,4129,聯合,,🔵未來低位,A,95.0,19.96,29,59,2.1
2026-07-02,6752,叡揚,,,C,101.0,13.32,31,42,-0.08
2026-07-02,6721,信實,,,A,55.1,11.58,32,6,0.87
2026-07-02,6505,台塑化,🔄循環買點(PBR),,C,57.6,20.65,33,15,1.85
2026-07-02,6712,長聖,🔄循環買點(PBR),,C,153.5,29.13,35,2,1.16
2026-07-02,4953,緯軟,,,D,124.5,13.44,36,27,0.53
2026-07-02,4772,台特化,,🔵未來低位,C,276.0,57.02,41,51,1.36
2026-07-02,4114,健喬,,,C,31.1,19.35,42,39,0.76
2026-07-02,6005,群益證,,,金融🏦,37.4,10.43,45,100,-1.41
2026-07-02,2357,華碩,,,D,667.0,11.92,46,97,-0.64
2026-07-02,2889,國票金,,,金融🏦,14.8,23.49,49,56,
2026-07-02,2727,王品,,,B,248.5,14.93,52,87,2.56
2026-07-02,2363,矽統,,,C,71.1,41.82,52,77,0.6
2026-07-02,2376,技嘉,⚠️便宜陷阱,,D,338.5,15.82,52,6,-1.14
2026-07-02,2453,凌群,,,B,56.6,18.03,52,1,0.9
2026-07-02,3019,亞光,,,C,149.5,21.79,53,93,0.97
2026-07-02,3029,零壹,,,A,102.0,15.02,54,74,1.31
2026-07-02,6791,虎門科技,,,D,107.0,21.93,55,59,0.21
2026-07-02,2851,中再保,,,金融🏦,37.4,10.22,57,99,2.22
2026-07-02,2755,揚秦,,,A,138.0,19.71,59,73,1.52
2026-07-02,6446,藥華藥,,,B,1395.0,85.79,59,73,1.0
2026-07-02,5904,寶雅,,,A,699.0,22.23,60,68,1.91
2026-07-02,3702,大聯大,,,D,108.0,13.6,60,98,-0.89
2026-07-02,5903,全家,⚠️便宜陷阱(動態惡化),,D,189.5,27.23,61,18,6.49
2026-07-02,4116,明基醫,,,C,37.0,24.18,61,40,2.0
2026-07-02,1513,中興電,,,A,176.5,21.45,61,80,2.74
2026-07-02,3162,精確,,,B,84.8,69.51,62,75,5.72
2026-07-02,9942,茂順,,,B,117.5,14.31,63,27,1.47
2026-07-02,6776,展碁國際,,,D,53.8,12.42,64,50,-2.58
2026-07-02,3324,雙鴻,,,A,1040.0,29.59,64,80,-0.08
2026-07-02,3036,文曄,,,C,217.5,15.0,64,94,-0.2
2026-07-02,2947,振宇五金,,,D,79.0,26.6,65,23,4.84
2026-07-02,2640,大車隊,,,A,156.5,16.97,67,96,1.34
2026-07-02,3293,鈊象,,,B,800.0,19.82,69,90,1.08
2026-07-02,6442,光聖,,,A,1635.0,60.47,71,95,1.02
2026-07-02,2812,台中銀,,,金融🏦,20.1,13.17,71,79,
2026-07-02,4977,眾達-KY,,,D,160.5,34.82,72,94,-0.65
2026-07-02,5312,寶島科,,,C,88.6,15.04,73,42,2.38
2026-07-02,2882,國泰金,,,金融🏦,93.5,13.24,74,100,
2026-07-02,2353,宏碁,,,D,32.0,24.24,76,58,-2.99
2026-07-02,2937,集雅社,,,D,47.4,12.43,76,98,0.11
2026-07-02,8284,三竹,,,D,66.0,14.44,76,28,0.75
2026-07-02,6112,邁達特,,,D,44.8,26.48,77,63,-3.06
2026-07-02,4904,遠傳,,,B,103.0,26.08,77,90,2.4
2026-07-02,2881,富邦金,,,金融🏦,119.5,14.28,78,100,
2026-07-02,1519,華城,,,A,770.0,52.92,78,91,1.12
2026-07-02,3081,聯亞,,,B,1940.0,253.93,78,98,1.13
2026-07-02,3450,聯鈞,,,C,501.0,149.11,79,100,1.73
2026-07-02,2855,統一證,,,金融🏦,49.8,16.58,80,100,-1.14
2026-07-02,3406,玉晶光,,,B,644.0,19.52,82,70,2.02
2026-07-02,6739,竹陞科技,,,B,1200.0,62.53,83,91,1.15
2026-07-02,3004,豐達科,,,D,136.5,23.62,84,39,0.04
2026-07-02,2887,台新新光金,,,金融🏦,33.0,17.28,85,100,
2026-07-02,3189,景碩,,,C,830.0,203.93,85,100,2.56
2026-07-02,2480,敦陽科,,,B,161.0,19.19,86,92,1.33
2026-07-02,8210,勤誠,,,A,1310.0,38.28,87,98,0.84
2026-07-02,4979,華星光,,,B,445.0,80.47,88,98,1.07
2026-07-02,1504,東元,,,D,69.0,28.87,89,91,0.7
2026-07-02,2880,華南金,,,金融🏦,36.6,19.26,89,99,
2026-07-02,2402,毅嘉,,,A,68.0,34.69,89,99,1.15
2026-07-02,2645,長榮航太,,,B,197.0,30.08,89,96,1.37
2026-07-02,6788,華景電,,,A,440.0,23.8,90,97,1.09
2026-07-02,3551,世禾,,,D,202.0,23.25,90,93,-0.79
2026-07-02,3363,上詮,,,D,902.0,5637.5,90,88,0.97
2026-07-02,3017,奇鋐,,,A,2740.0,44.87,91,2,1.81
2026-07-02,2379,瑞昱,,,C,811.0,29.04,91,100,1.5
2026-07-02,3163,波若威,,,C,775.0,89.7,92,96,0.01
2026-07-02,2883,凱基金,,,金融🏦,27.9,16.03,93,100,
2026-07-02,6138,茂達,,,A,418.5,29.64,93,100,1.21
2026-07-02,8996,高力,,,A,1415.0,99.93,93,100,1.08
2026-07-02,2313,華通,,,A,228.5,40.3,94,99,1.62
2026-07-02,5493,三聯,,,D,93.0,22.57,94,91,1.03
2026-07-02,6612,奈米醫材,⚠️便宜陷阱,,D,71.6,84.24,94,4,-1.67
2026-07-02,2308,台達電,,,A,1970.0,72.67,95,98,1.28
2026-07-02,2049,上銀,,,D,352.0,76.86,95,68,3.06
2026-07-02,2455,全新,,,D,348.0,109.78,95,99,1.29
2026-07-02,3653,健策,,,A,3475.0,94.69,95,99,0.92
2026-07-02,2891,中信金,,,金融🏦,69.9,17.13,95,100,
2026-07-02,3481,群創,,,D,67.6,614.55,95,100,21.3
2026-07-02,2368,金像電,,,A,1235.0,54.41,95,99,0.62
2026-07-02,8016,矽創,,,D,327.5,20.73,96,68,1.55
2026-07-02,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.9,25.62,96,3,1.01
2026-07-02,5274,信驊,,,A,17750.0,150.59,97,100,1.07
2026-07-02,7556,意德士,,,B,288.0,37.5,97,96,0.63
2026-07-02,3587,閎康,,,D,308.0,40.69,97,81,3.9
2026-07-02,2360,致茂,,,A,2210.0,69.56,97,99,0.31
2026-07-02,6515,穎崴,,,A,9310.0,189.0,97,98,0.63
2026-07-02,2330,台積電,,,A,2465.0,33.14,98,100,1.22
2026-07-02,2850,新產,,,金融🏦,141.0,11.48,98,99,0.64
2026-07-02,6449,鈺邦,,,A,336.5,42.33,98,72,1.24
2026-07-02,3044,健鼎,,,A,506.0,24.59,98,100,1.13
2026-07-02,3715,定穎投控,,,D,175.5,175.5,98,97,-1.6
2026-07-02,6683,雍智科技,,,D,1775.0,99.22,98,97,1.45
2026-07-02,6274,台燿,,,B,1690.0,120.2,99,100,-0.38
2026-07-02,3583,辛耘,,,A,908.0,49.29,99,53,1.83
2026-07-02,2890,永豐金,,,金融🏦,39.5,20.05,99,100,
2026-07-02,2885,元大金,,,金融🏦,65.8,24.01,99,100,
2026-07-02,3008,大立光,,,C,4295.0,27.22,99,89,1.21
2026-07-02,2345,智邦,,,A,2750.0,52.0,99,99,0.92
2026-07-02,3265,台星科,,,C,188.5,33.07,99,100,1.67
2026-07-02,6257,矽格,,,B,251.0,37.57,100,100,1.81
2026-07-02,2383,台光電,,,A,5655.0,121.48,100,4,0.76
2026-07-02,6525,捷敏-KY,,,B,166.5,27.43,100,100,1.71
2026-07-02,1560,中砂,,,A,769.0,74.95,100,99,1.27
2026-07-02,2059,川湖,,,A,7880.0,69.45,100,100,1.1
2026-07-02,6223,旺矽,,,A,7255.0,189.23,100,100,0.63
2026-07-02,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-07-02,3711,日月光投控,,,B,727.0,66.94,100,100,3.26
